tweet,sentiment
Step-by-step I`m leaving it all behind,neutral
So I thought the Cavs would crush the Magic and I come home from up north to realize how wrong I was.,negative
based on the similarity between 'May the 4th be with you' and 'May the force be with you' today it`s the 'Star Wars Day',neutral
A very exciting week,positive
Hey - Thank you!x and You`re Welcome! Must say - I love to travel and where are you at the moment?!x,positive
if i ran the mile to mcdonalds and ran the mile back would that burn off a double sausage and egg mcmuffin lol,neutral
http://twitpic.com/676hz - It`s raining  so chocolate world it is !,neutral
and now i smell pancakes...or maybe toast... or something delicious. but no one is at my place cooking,neutral
is gutted she isnt going out tonight,negative
wikileaks geht wieder  super #wikileaks #online,positive
i have three hours to do my hair. and it STILL won`t be straight,negative
could you post a link to the internet version of the times so that I can read it pllleeeaaassseeeeee!!!!,neutral
I want my real keys back,neutral
cause theres no party,neutral
all is quiet in twitterland 2day.,neutral
Friday Night and working,neutral
On her way home from prom  so fun!,positive
_eagle Why don`t you ship it to Japan?,neutral
he just fully yelled  saying dnt be so fcking stupid grow up! stop with this band **** then... throws the remote at me thnks love u2,negative
LIVE NOW  LIVE! )  DJ JAYEM B2B E.S.R  Click : http://www.krisisdnb.com/listen.asx,neutral
lol haha fresh to death lol ha ha I love and miss u 2 id almost given ï¿½ on u cuz u nvr respond 2me  but u did today! Luv u2,neutral
I am so so sorry to hear that he has parvo. Good vibes comming your way.,neutral
im on twitter mobile... confusin!!!! lol im knda slow,neutral
oh that makes sense! Well you are officially my first  from a celebrity!!,positive
Wanting to go out... apparently no ones available!,neutral
Gloomy day can`t stop my bliss.  I hope Ronaldo will score in derby match today.,positive
Woo Hoo! It`s time to play 'Name That Twune',neutral
? THANK YOU  sana matanggap ako  http://plurk.com/p/x1yts,positive
WOW i just drank a drink of water - 12 ice cubes that took ages to melt. i now have brian freeze,negative
i cant believe you are closing 2moro and ive never had a chance to see the show  Good luck to everyone - you are all stars!,neutral
Really? 87 degrees as the high and I`m on my way to work?!?  hagg lake tomorrow is going to be especially bomb sauce!!,negative
Hell of a lot to do. But they say you shouldn`t complain theese days. Who are 'they' and can 'they' help me in that case,negative
In my nice big bed....ipod on play....soft music flowin....sooooon will be in Fancys dream land,positive
Stupid freshmen ruined theatre class.. Now we don`t get to play warm-up games for the rest of the school year,negative
_k good question  could they?,neutral
hopefully today will work in our favor,positive
having a good day at work lots of sales but boss is under foot.   she`s a nice person but i dont like the boss bugging me,neutral
Last Tonight Show with Jay Leno Tonight!,neutral
still feeling BLAH. gave a biiiiig dose of insulin that i needed about 24 hours ago. Now I`m off to take my last exam of my junior year.,negative
I hear tonight is the last jleno show,neutral
Was watching  downstairs  Now getting ready for bed. Piano in the morning.,neutral
My mind is calm & my heart is happy.. Life is good.  ? Would it be ok if I took your breath away? ?,neutral
HOMELESS afterJune 1st.......,negative
I can haz beer too? Oh wait... I`m a work...,neutral
Love thy self. Keep it simple. Learn Tai Chi. Those are my aims today. Beat up ankle is less swollen  I am on a no negotiation vacation!,positive
Finished my Lunch,neutral
Was going to Grandpa`s place for lunch to celebrate his 88th.  Just found out it`s changed to a Chinese buffet  Bringing Gas-x!,neutral
heyyhoo!heyhey,neutral
ooh like what? I`m planning on spending the night in as well,neutral
let me out,neutral
chillin with christina and diana,positive
Trued a rim!  I`m getting good at this! o_O,positive
I know!  I loved it.,positive
OMG rated 10 stars,neutral
had a very interesting day yesterday... wondering if today will be just as crazy. Hope not. Still diggin` Spartacus!.. aka: Mike-E!!!,positive
My last blog http://blog.spiritualsmarts.com/2009/1560/ is being published on Web Digest Weekly next issue!!,neutral
Not babysitting tonight. I miss that kid.,negative
I follow u lol,neutral
happy to help,positive
my riding time has been dismal too during these rainy weeks.  haven`t been able to make myself to go to the gym instead.,negative
macbook dying. switching to iphone.,negative
The Oddo`s grandfather passed away in his sleep,negative
is going to be in Texas in 15 days!!! eeekkkk!!!,neutral
Ow it hurts,negative
Why do none of my thoughts make sense when I`m sober?,negative
cool. looking forward. san francisco was really nice. didn`t make it out to napa though  maybe next time.,positive
Time to take a astronomy test!,neutral
About to go to my last theater lunch  im gonna cry.,negative
i`m still thinking about that *FKC* meal I missed yesterday,negative
Bummer   was going to try and make it/ other commitments I`m afraid got into the way.  Next time hopefully-,neutral
What kind of help do you need with Machine embroidery?  I may bea able to help,positive
no more twitter in a while   .. tweet tweet,neutral
Britain`s got (good) Weather. I wish I had some of that over here.,positive
not really sure. need to deposit and save some money,negative
Awww!!,positive
no.  I lost the link you sent when I had to pull my battery.,negative
The bunuelos were a huge hit but i had to skip shopping afterwards.  let`s see what kind of trouble i can get into here...,neutral
watching missy elliot video collection so sad I was told that I looked like her all through high school,negative
i love them,positive
...thanks for the shout out...you might be right about the starving thing....     little lol,positive
Trudy`s off Burnet...the one up north that no one goes to,neutral
Its relaxing time..a movie and some treats,positive
I wasn`t near him.,neutral
IE8 nearing 6% according to my stats. FF 3.0.10 adoption rate amazes me,positive
i changed my mind dammit!! a Tsar can change his mind at any time without no prior notice,negative
The frank black (and his wifey) show was aaaaaaaaaamazing  sd trip is made!,positive
140 pages and i`m done with eclipse!,neutral
playing machines in actinggg,neutral
Woo hoo!! Congratulations,positive
my day is going way too fast,neutral
hey whats up? did u like the new episode of JONAS?,neutral
would love a slice of summer from Piper`s lemonade stand! do you think i could have a jump on her trampoline too?,positive
Powerdvd doesn`t want to play my Pushing Daisies dvd. I only want screenies to make icons with! Copy protection gone bonkers?,neutral
is sick and it doesn`t seem like i`m getting better,negative
{cont} that right their is why fake btches shouldnt mess with Real ones... ahhh I love it Real btches excite me,positive
My head hurts beyond much.,negative
really? cuz KC.com said it was releasd 24/4 here n the main station doesn`t even hav it,neutral
At work and really slow for a beautiful day and a Friday.,positive
Thank you sister!!,positive
Lucky. Winter is coming for us,positive
My sister and I are suppose to be meeting you today in Birmingham.    Please reschedule!!!,neutral
wellity! i think ima gonna clean my room :| ****. i need to read a good book. sense and sensibility here we come! BEAT THAT LILY  **,positive
nah ;) when a single person posts about 200 tweets a day is hard to cope with on my android phone when I`m unable to filter,negative
Haha Happy Star Wars Day!  'May the 4th be with you' - clever,positive
I dont see it? where do u see it listed at cause I dont,neutral
I wish I was in dallas with the kiddnation family,neutral
please please please please let my match be cancelled today. PLEASE,positive
Tryin to figure out how to direct message and is gettin frustrated,negative
On my way to see star trek,neutral
At home alone with not much to do,neutral
CEREAL DOESNT COME WITH TOYS ANYMORE!. i jus been thinkin i was buyin the wrong kinds  say it aint so Mo.,neutral
Sunburned from Venice and watching Fred Claus....Such excitement!!,positive
HaPPy Mothers Day!!!,positive
Kristen i miss you,negative
Darts and lunch at Horse Brass... but no beer for me  http://bmap.us/2134,neutral
_Melbourne Sounds good! Say hi if you run into me there! I`m always always having coffee there,positive
lOL 518 that was not the year i was born  lol,neutral
i miss rich,negative
I think I like them all.  http://bit.ly/lzRPC,positive
So what does that make a queef,neutral
I`m sorryyyyyy  I`ll be home as fast as possible where we meeting at?,negative
its not just you - its properly dragged this week,negative
My radiator boiled out,neutral
Happy to see Kurt spin.,positive
I know - no probs. The driving bit always gets to me this time of the ac. year  Which bit of sea are you going to? Aber?,neutral
Our currency is dropping like nobodies business; not a good time to be going overseas  http://is.gd/JsgL,negative
_l I got excited when I thought that exhibit was in Sydney. But it`s not,negative
Sleepy time! Happy Mothers` Day to current and future moms around the globe!,positive
on a day like this...,neutral
Traffic backed up inbound Lincoln tunnel,neutral
Haavent read the paper yet about the magic loss nor did i get to watch the game last night.... But i do know that we lost,negative
graphic design..should be making a business card..but im on TWITTER!,neutral
Thank you all for proving my point,positive
I`m glad that all got cleared up.  I lah you!  Idk why Linda hates me though..,neutral
Adam Lambert rocks!  He must win American Idol!,positive
Yay finished my journal. Gonna go sleep now. Church tomorrow. Yay!  don`t forget it`s MOTHERS DAY!,positive
eating oreos and milk,neutral
i`m gonna miss eddy if we`re half the country apart,negative
Twitter is sooo quiet today,neutral
I just texted you but I hope you know you are my favorite,positive
Ok Twitter - show me what your all about,neutral
Field day.... Gt class...not winning...,neutral
Morning y`all. Looking forward to a nice BBQ today. Can everyone follow  please?,positive
_**** it was indeed  made my life!,positive
in a very stress mood,negative
not for long goin for some sprints now,neutral
You`re phone is off,neutral
Wish I could be there to enjoy a girls day!!!,positive
Platypuses are the only mammals that can lay eggs.,neutral
We`ll miss you ...   Those lucky Edmontonians!,negative
Wow. Shabu.  And now HIMYM! Really feels comforting,positive
Cleaning the house,neutral
she`s hot     What is up w/ all the unknown followers? I`ve got quite a few- no clue as to why they`re following ME.,positive
darn it. I did it again.!  keep forgetting that darn 'D' for DM`s.....,negative
listening to music...feeling kind of down,negative
Nice yo!!! Live it for me buddy!,positive
I could have bought a Vespa with the amount of money I just spent,neutral
Learning how to jerk and stanky leg at sunset cliffs. headlights spotlight  with colorado and fam,neutral
http://twitpic.com/4jjy9 -  This morning view from my back deck,neutral
early morning golf on a sunny day,neutral
........ Lala.. Little girl! I love these new songs!   Iï¿½ve answered u ^^ Love to all you freaky twitter guys ;D,positive
hangover today,neutral
haha @ playing fall out boy in a bar full of older people.  they`s need to be educate.,neutral
thank you  You too! I hope this turns out to be a top week for you.,positive
did you get fired?  *hugs*,neutral
I am so bored.  My homework is done for my master`s program and It`s Friday nite wit nutin to do.,negative
bif doesn`t come down far enough south for me,neutral
well we aren`t normal then because 1. we can`t drive in mexico (you have to be 18) and 2. there are no dairy queens here,negative
Found which exit to take. Thanks .,positive
Rest then. It`s your day off!,neutral
is missing Tampa,negative
http://twitpic.com/4jcxr -  i meann look at what i just found lol,neutral
Off to Dollarama -- I wish I had a new job,positive
ouch  does picking your nose count?,negative
Hoping the day gets better now,positive
My car broke down.   Time to start looking at getting another.  If its not one thing its another.,negative
just been in the garden but i was being attacked by bugs so i came inside,neutral
:   sorry guys i have to drop out of the trip... some personal commitments..,negative
soooo sleepy.  but gotta finish this game.  lol. gettt it cavs!  whoop whoop,neutral
boo! i can`t sleep again  saying hi to random people,negative
Bout to go to bed... Happy Mother`s Day ladies .... especially all th 1s who takin care of thier kids alone..n I Love U Momma,positive
Once again I am looking for a new beard - it just fell out the window  Any bright green ones this time?,neutral
I`m feeling better now that I have something in my tummy,positive
juz donated books/mags 4 charity. Not only do I feel good but it gave me a good workout from all that heavy lifting,positive
1 month ahaha. AND i dunno if I can go tomorrow LMAO cause i went today  Freakin filipino parents AHA,neutral
my thumb hurts after breaking the nail....,negative
I feel useless I don`t know what to do right now. I`m so bored,negative
Ugh cramps  and it`s hot,negative
Getting ready for my graduation party ........(id much rather be at Hello Marquee or Dane Cook),negative
yeah... I suppose,neutral
You`re watching Firepro0f?,neutral
Time for some Halo3 then?,neutral
I hate snood. lol. sorrry  i dont know how people play it!,negative
_educator Thanks. Photos look great - I`ll comment them asap,positive
hand hurts,negative
Okay I`m seriously bored. I have nothing to do. I can`t go out cause it`s raining.,negative
Good night peeps! Give to your mom`s the greatest love you have   ****,positive
John - more present than ever- even online  #edumedia09,neutral
Dang! My voice wont came out! And my snots is covering all my tissues... DANGIT! I hate FLU!,negative
Ecaytrade people who said you`d come by stuff at 6:30..where are you ? Bugs me when people no-show,neutral
Watching the Killers on JR. They are awesome. Too late though. They just cut the programme mid song. Twas my favourite too.,neutral
1.Tiffany is already ten minutes late 2.Reading Flowers in the Attic 3.Late breakfast at Starbucks 4.Listening to Waking up in Vegas,neutral
Our weekend was also great... two friends of Julia were here for four days...,positive
Just one of those days.... I pray it will get better..,positive
Done with classes and packing for the atlanits!! I hope miley`s there,neutral
2 days after #all4web ...i`m still tired,negative
Off to study!  later guys,neutral
PArts of me are starting to feel the effects of over tanning,negative
Ichigo has been good at Ping&pooping outside but not used to the fact he doesn`t have his sister  lonely puppy,negative
ahh I gtg but pls help me with number 3 I`ll come back later to see what u said  haha plz and thank u,positive
Is in bed not able to sleep  bloody bipolar!,negative
Order Pizza from the Pizza Girl!  We have to sing about it!  I love that new song. so excited for the new song from JB PARANOID 4 days,positive
has britney spears  songs all over his Desktop now,neutral
#SanctuarySunday fav character  has to be Ashley!  Why? cause she`s awesome,positive
now if I still lived that way you could pop in and see me  but I don`t so you can`t,neutral
I want a Monte Cristo sandwich sooo... BAd!!!,positive
no clue wtf im doing,negative
Licking chocolate crumbs off a Twirl wrapper like Zammo on smack,neutral
I love being ignored except to be yelled at. I love my life.,neutral
Demi is a super girl but she don`t like the french fans,neutral
I`ve had the week off too...but I have Biology  exams to revise for so my Bones time is limited,neutral
no southland this wk,neutral
Is watching Bruce almighty,neutral
D`oh...forgot the ferry turns around before going. So much for sitting in the sun. And the other side deck is closed.,neutral
Noooooo worst news ever today my tattoo artist is moving omg what am I going to do!?!?!?!?,negative
_the_heck Haha LOL @ the english work they doo in college,positive
time for work!,neutral
(that was a  btw -_-),neutral
Thanks I decided to just give up on my old HQ and go with this account. Scoundrels won,neutral
#liesboystell buzy this week,neutral
Omg! Star Wars Day!  May the fourth be with you everyone  This calls for me to watch at least 1 film tonight.,positive
He didnt leave a voicemail..  -121908inlove(:,neutral
hehe true. i wonder what he will come up with,positive
sure I would like some cream right now,positive
It`s easy.....just turn your keyboard upside down,positive
that was an amazing concert!!! got some really good video and pictures,positive
What kind of coach would I be if I didn`t read all your tweets?    Still waiting on an non-dried afro picture.,neutral
everyone has left me and gone to bed,negative
What a meeting... YAY more work for me,positive
- It`s time for Kathleen to go to bed... waaaaay past time. Don`t expect to hear from me before noon. lol  Have a BLESSED morning.,neutral
_beckwith it cant be that good if your twittering instead of watching it  ****,negative
misses her phone... having no service sucks,negative
im so **** proud of you,positive
Is at work  ohwell need money so : D,neutral
holy ****. where did all my time go? =/ gta4 has sucked away my life.. and wasted a whole week! ...i wish i had more self control,negative
we watched the today show(: we didnt see you though,negative
Pub crawling through NE pdx,neutral
My cat died of kidney failure during my math test  This day needs to get better.,neutral
Waaaaaaaa they kicked us out of the bank. Getting it until monday  OMG Chilito,negative
Just got home from Stacey`s lovely wedding,positive
i couldn`t eat all my nuggets  finish them for me.,neutral
It`s Friday... But its only Friday morning. Ugh.,negative
Linda ~ What do you mean by your last post??  It doesn`t sound good,negative
hi Lyndon - if you get this before 4pm Monday 11 May - i have mail for you from  via Tasmania. DM me,neutral
haha kk tell me when u remember,neutral
Hehe,positive
I`m sorry you`re not having the best day - neither am I though  Are you working tonight??,negative
at homee..boring but its okiee gonna see the boyfriend and his momma tomorrow for momma dayy,neutral
Awww it`s still not the same  I`m going to have a look though.,neutral
Eating at Zippys with candace!,neutral
nope  but the T1i looks super sweet!,positive
Just dropped my new mobile down the loo.  Fingers crossed it works as I still have 17.5mths left on the contract,positive
Can`t wait to come home! I miss my Bubba. Too bad my parents are taking him to Canada.,neutral
George B Shaw apparently wrote 2000 words a day. Sure practice works- the more you do the more it comes as 2nd nature,neutral
I can understand!,positive
I`ve been dead the past 2 days...the flu sucks,negative
dont make me sad... i do agree tho it does need some more of SA`s magical lyrics,negative
looks to be a great morning already!,positive
haha  Thanks!,positive
omg   i found it  thnx,positive
for the gays i only made 200 tonight,neutral
Rest in peace marshall,negative
my life is so exhilerating  family kingdom is such a good summer sport!!! and so is swimming in the ocean at night with kristin,positive
we are all so proud of you! I am seriously thinking of joining you next year. Got to get training,positive
morrissey will cure you  I am jealous. but not in a slash your tyres way just in a hope you enjoy it wish I cuold go way,neutral
Haha. I just won a $1000 bet. I settled for $100.  Not bad.,positive
Good Morning and thanks for the Retweet,positive
leather jackets=uncomfortable....not my thing,negative
We all need that simple reminder-thx!,positive
is  happy  cause  my  voice  is  back  <3,positive
Kill me now I`m so sick    n it`s Friday night!!,negative
i guess i`ll do both since i cant really decide which one to choose,neutral
playing pet society,neutral
Something like that,neutral
think i may have broke a toe at the bar tonight......thanks drunk girl for steppin all over me!!!!!,negative
Lol I Sed Want to Not Ach Dress Up For No Reason. Pleaseeeeeeeeeeeeee Im Bored.  Lol,negative
Oh lovely - that is one thing Mum`s are great at!! Sounds yummy!  You are makin me hungry here! lol :-p,positive
Oh MAN !! I was going to connect my old school Nintendo to play mario games. And is not in the bag I gotta search for it.,negative
IDIOTat)tove_liden Th*nks for the follow Tove!  (ddoodm) #IDIOT,neutral
Did you get your free chocolate?!? I still haven`t gotten my email.,neutral
cool thanks for the response.  I`ll check out that Firefox!,positive
good morning sunshine. sleepytown is sleepy.,positive
I`ve worked my finger tips bare today coding. But we got there.,neutral
I need to be sleeping.. But i`m not even tired..,neutral
Sgt. Hughes has bacteria meningitis  so i disinfected our female latrine and im writing an essay on meningitis for Sgt. Ski....,neutral
... and that includes the chota-chota stuff released by Reflexie Arcade too!,neutral
my followers went from 22 to 20  i`d follow you back but i cant do anything till i get interwebnet! I want more followers. Im interesting!,positive
DAMMIT! lets have a private session,negative
Photo: Great night.  http://tumblr.com/xmo1pgymj,positive
but i love your haaaaair!,positive
I think I`m about to break my own heart. (as emo as that sounds)... meh.,negative
I need to play inFamous... Where`s a free Blockbuster rental coupon when you need one? I miss that Coke Reward,negative
Sickkkk  ....and I need 11/20--NOW.,negative
.. i am going to fail my art final. FML. this was by far the worst semester of my life school wise- otherwise it was the best,neutral
Somehow my alarm became an hour fast and I came to realize it as I was leaving the house.. It feels good having an early start,positive
Seriously. I dont like girls.,negative
This is fun !  haha re guy from all American rejects looks like he`s on crack!!,positive
Time to wind down and relax a little.  I can only change the world a little through Twitter each evening.  The rest will be up to others.,neutral
We don`t have either of those here.,neutral
naw...I`ll keep you in. Turns out you have the odd nugget of wisdom.,negative
man.....i`m at a loss for words.....looks like i`ma get an unexpected graduation gift.....in a good way,positive
Booo. Finally I could get back on here. My Internet went out,neutral
Goodnight lolsz,positive
well gracias  haha and why is that? the plays?,positive
that sounds like the scariest zombie dream ever.,negative
where is  ???,neutral
LOLOL.. i think it`s funny that about 190 people think you`re lieing about being 'the REAL john barrowman',positive
Thanks darling girl   ****,positive
: experiencing the unique #Winnipeg tradition known as 'the social'. Trying to pace myself.,positive
i miss my daddy,negative
stranded @ delhi Airport  flight delayed,negative
Came back from Bishopstorford! Went to my Aunt`s wedding party by the way. It was fun! I got to see my cousins again after about 3 years,positive
I must be the only fool in twitterland that doesn`t get retweet!!  #sadsville,negative
FB is boring   and i wanna sing RIGHT NOW..! *-*,negative
Back home.  Preheatin` oven before popping in a pizza,neutral
u guys are soo unfair smh...,negative
I have no one to go to the spring show with,neutral
I`m considering buying one of these. Hence the `Monk' look   http://bit.ly/9VbzG,neutral
just 3 days left for the offf 2009 http://www.offf.ws/ in oeiras portugal... see you there,neutral
Writing out to tape.  #48hoursnz,neutral
Feelin a little blue tonight.. Love might be good,neutral
everything is good except that neck shot and Steve`s back of the head shots!,neutral
Got Firefox working again. Now I just have to get back all of my bookmarks...,neutral
Nothing to do tonight.,neutral
On my way to the burial,neutral
feeling any better hon?,neutral
Spendin time with ant before he`s gone for the night,neutral
After 42 hours of not sleeping it is time for bed. Alaska-so far so good,positive
The party has to be moved to next weekend  ..stupid weather.,negative
aww my son gave me a purple g shock for mother`s day,positive
Is listening to Prima j - rockstar so dang catchyy,neutral
why thankyou  _garner suggested Fannie Bay (but it is in Darwin),neutral
well i miss her i think she would really like it  re:trina,neutral
Presenting today...hope it leads to the ability to move up one day,positive
not feelin so hot,neutral
_mejer I couldn`t remember what all the different cords meant. I lost half of them leaving the graduation anyway.,negative
Ohh Emmm Geee. Souvlaki from Dimitris...I wanna go homeeee  LOL,positive
I spent an hour this morning going through yearbooks to see when each senior started to Harleton. My speech will be so boring.,negative
is off to work,neutral
Last day I`m LA. I am so so sad,negative
oops i did it again...really shouldnt have.,negative
will continue my dramathon! episode 14 here i come!,neutral
College cops: they get suspicious when they see more than one person in a group together.,neutral
I suppose it has a certain 80`s charm. I`d personally hold out for the motorola 8 track phone. I like my phones chunky,neutral
what do you mean jorx?,neutral
I hope they re-run this nerdprom later-  sounds like they`re having LOTS of fun.  Thanks all for the play-by-play,positive
in my room its too **** warm! windows open but im still cooking !,negative
Up was sooo gooooood. Wood ranch bbq time! Dian deng pao.,positive
i wish i could of been at commencement this yr  i wonder if they`re really going to protest.,positive
never part of these follow fridays,neutral
heard you slutted it up! I`m totally jealz~ I missed it. Maybe next time!,negative
You don`t have to rub it in.,neutral
i can`t wait! its most definately going to be amazing.  <3 michelle,positive
Reminising on such a wonderful day yesterday with my family and my love.  Nothing like shooting some basketball with the men in my life,positive
guess its a no go girlie. I`m still at the gym and work at 6:30am,neutral
**** - doesn`t show how people are more conservative in blackjack,negative
Operation Mischevious (Pinwheel) to commence in 25 min... lol  waiting on Ed to show up,neutral
****... long shift tonight... I really should sleep but I`m not tired. Had a nice talk with Jon after work  Gotta love that boy!,neutral
Is actually workin the weekend...Not for it,neutral
wish i didnt have to go to work tonight,positive
hey dude im finishing my lullaby  dude i saw a pic of you w/ long hair umm lets just say keep it short ha,neutral
weekend is going great  Yours?,positive
Oh no,neutral
Sad face moment of the day,negative
@ 5 happiness (chinese) totally disappointed  the food is USUALLY good *FAIL*,negative
this is my second to last biology and the first time that i have ever been on time. Haha.,neutral
I`m not posh enough to read Tatler,neutral
right. coursework now. PROMISE,neutral
Great album..lucky to have this on vinyl.  ? http://blip.fm/~5jhtv,positive
_J heehee. i love you! i am tired.,neutral
Wish I was at sri panwa now,positive
I`m Christine and I`m a friggin` shopaholic. Check out my new coat  Had to promise someone I wouldn`t spend for 2 weeks after buying this,positive
after pub lunch am now going to daughters for tea life is good,positive
sorry I didn`t message you yet... I couldn`t get my thoughts straight. But tomorrow I`ll try  goodnight,neutral
Right. But Iï¿½m a stickler for correct DPI export and color value  Iï¿½m going to dig in and find out if this is possible,neutral
thanks for reading my blog. and for laughing at MY PERILS AND TRAGEDIES! ****Cries****,neutral
ps- are you a doctor or swine flu paranoid??,neutral
lost luggage? Sorry to hear.  you should check out our selection of travel luggage here: http://budurl.com/9mua,positive
@ Ember with Dante... I have so much fun with him  can I smile any harder...,positive
No churchill downs for me tomorrow,neutral
*hugs* im glad you got to spend time with your mom.  if your free tonight drop by for some spaghetti,positive
Major Fail. Since you asked,negative
*hugs*,neutral
oh my. i have to play cluedo.,neutral
Friday and it`s raining,neutral
_Ho Naw; it was before the 15 mins bug (where tanks would stop spawning after 15 mins)  I`m glad I get to keep it,positive
You have a DM amigui,neutral
no food since woke up.,negative
trying to win tickets! com`on dc101...,neutral
just got home lng.,neutral
Missing you all deeply,negative
Yay for bank holidays,positive
I don`t like waiting,negative
two months from today till I`m Mrs. Josiah!! ahhhH!,neutral
is cute,positive
boo for all the season finales..,negative
Taking the dog on a walk..the weather is perfect rite now  _p sucks becuz she didn`t come with me hahaha,positive
Maaaan... it is way too nice outside to be in here working.,positive
is going out in the rain,neutral
_ming  me is gg for summer sch though.. not attachment... yan can go see the blog. check my msn or ask kinny,neutral
Good morning Sunshine   Tiime for $chooooL ! lol . BBL`,positive
i didn`t get to chat!   .  oh well.  time to eat a praline.,negative
Bit devastated that I lost my entire documents folder on my home computer.,negative
I may be in the US for it in which case I`ll attend but if its off my own back I can`t afford to go,neutral
i have tickets worth about 70 KD - about 880 Derham - for ta`3yeem my car`s window,neutral
next time you are around please let me and  know and we will take you for lunch too,neutral
**** im so bummed out right now....nobody loves me,negative
LOL OMG  replied back to me out of all ppl!! THX,positive
LOVED Britain`s got talent last night!  Shaun and Greg were both amazing!  Were they HOT too..can`t say I noticed?!!,positive
It`s well good!!,positive
hi I`m goin to see you on wednesay at shepards bush,neutral
hahah me too!! Except for when Haley gets hit by a car  but yay Leyton!,neutral
I love catching people singing in their cars. Even better if they`re dancing,positive
break from packing. watching the office  Pam: 'I had just woken up. I didn`t look cute. That`s how I knew he meant it.',negative
frustrated. I just found out our sitter isn`t avail. tonight. now what? no TKD test 4 me I guess  good thing I`m married to the instructor,neutral
that`s a whole lot of rainstorm goin` on.  Maybe I won`t go out tonight...,neutral
see I told you  I`m updating my personal site with lots of goodies check them out as they come http://www.dennisgomez.com,neutral
busy exam week coming up! always look on the bright side of life  *whistle*,positive
hahahahah i woke up at 9 today.. totally missed lecture and the quiz  open lab was useless. chipotle w/ silvera and jenny was greeat 8D,neutral
heading off to schoool. going to have a good day. i just knoww...,positive
Went to the vending maching to get Bugles. No Bugles  Perhaps it is a sign that I don`t need the snack anyway.,neutral
I completely forgot it was mothersday today.. Lol  Happy mothersday to all of you beautiful mums out there!,positive
Poor Johnny is sick   Looks like he`ll be going to the vet tomorrow,negative
I want a fake BLT....,neutral
there is no sale in Botega...,neutral
I wasn`t going to go out tonight but looks like I`ll be heading over to Main Street,neutral
just called me a cheeseburglar. He made me sad,negative
Thanks  your my first lol,neutral
_taff_jones  Oh and...NEVAR USE KDE IT IS MADE OF FAIL!,negative
i don`t know !!,neutral
1 pm...,neutral
Trying to find a foreign place in a foreign town  i have being lost,negative
ended up face to face with a bear on 181 driving home this evening.  Sadly he took off into the woods before i hauled out my cameraphone,negative
got caught in the rain outside. now im cold bbbbrrrrrrrrr,neutral
I gave my brother a hug good-bye.. as he took a load of furniture away from the house. He took the mattress I like,neutral
_cass my throat hurts today.  blahhh.,negative
Round two of Vega: Vanilla Chai flavor.  Just realized that I have only 45 days left,neutral
Indeed. Thanks for sharing that! Now I can go to sleep giggling. Night!,positive
follow her shes lonelyyyy,neutral
Home from the mall  & got mommy`s gift for tomrrow,neutral
Ugh... I definitely speak too soon...,neutral
I`m completely exhausted thanks to yesterday.  Can I go home yet?,negative
cleaning time,neutral
morning  hope u r well.. i`m off to bed soon!,positive
going to bed happy mothers day people,positive
. you left me first .. and left your bed here for me to look at,neutral
Ugh my trousers do that too and I`ve never found a way to combat it! It`s so weird,negative
My ex-colleagues from Shaanxi kept boasting of their native noodles. So I`m REALLY curious about Shaanxi food.,positive
ooooo i love pretty feet,positive
can`t chat with  since i have to go to school now  http://tinyurl.com/mf88dz,neutral
he thinks he`s a gangsterrr  his **** don`t even fit in G Unit. & I know :| ))))),negative
it`ll probably come out like I`m drunk or something...I`ll be so nervous!! LOL...thats why we will be there to help eachother,neutral
doing more uni assignments,neutral
yeah ill be on verizon... so those are my two options right now...,neutral
i wish my drems could come true,positive
LOVE your show  !,positive
time to go swimming in the freezing water at kalies. yeah!,positive
yeah  and _LilJess_x did only ones that care for me,neutral
Thanks!  I am doing good... Did you read any of my blog posts?,positive
**** i got a **** of hw to do 2nite,negative
3 tweeets {:    FGS tweekdeckkk hates me  -cryyyy,negative
Someone stole my new laptop at the airport. haven`t even used it. Guess the US economy is breeding a new set of 'opportinists',negative
I scare you? No!,negative
loving Mondays for so many reasons!,positive
any chance you might come back to moncton? i had to miss the show tonight,negative
_nicole http://twitpic.com/4t6qx - i have the exact same pic except it`s my hubby & my chihuahua tucker   very cute.,positive
todays weigh in....  only lost 1/2 pound this week :o depressing,negative
living quite so close to RAF boulmer that might not be a good thing,negative
Too bad we`re in Sweden where Up isn`t up on the theaters  here until October,negative
Gotta love skype! Make sure you get their new update!,positive
has the greatest friends in the entire world,positive
*whew* Ok good.I really don`t want that too happen. All my friends loved it. Can`t wait to talk about it monday in class.,neutral
Boooo Animal collective is already sold out.  Guess I`ll be missing that show,negative
ah . thanks .. appreciate it,positive
peace & quiet.  Enjoy it while it lasts!,positive
my dark knight dvd is missing   i`m pissed,negative
not helping!,negative
I am blessed beyond measure,positive
I have to work in the morning while my friends get to party it up.....stupid bberry lite flashing red and I have no messages!,negative
Gettin check outta school cause im siccck. Goin to pick up jimbbbbo.,negative
I agree  pre decided I think...,neutral
Hope you get to spend the weekend at home.,positive
_buns awesome! thank you,positive
I found out thro mama,neutral
anytime buddy  I c u @ 701!,neutral
just did my bit to stimulate the economy,neutral
Dans public transport again and have decided it`s just everything north of London that`s utter **** these southern trains are alright,negative
happy mothers day to all those special moms out there.... i luv u mommy!!,positive
Happy belated Birthday to Billy!! I forgot to say that on his bday.  I  feel aweful!,neutral
